                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.0092,                0.88255,                 1.0988,                 0.8263,                0.74559,                0.84423,                0.63271,                 0.9214,                0.75125,                 1.0251,               0.006634,               0.006634,               0.006634
                     36,                0.99252,                0.84081,                 1.0763,                0.82347,                0.76369,                0.85054,                0.64294,                0.93536,                0.75134,                 1.0271,               0.006535,               0.006535,               0.006535
                     37,                0.99747,                0.87463,                 1.0817,                0.81056,                0.78772,                0.85349,                0.65508,                0.91473,                0.73966,                  1.028,               0.006436,               0.006436,               0.006436
                     38,                0.97351,                0.83979,                 1.0739,                0.90009,                 0.7418,                0.86407,                0.67039,                0.88294,                0.70523,                 1.0074,               0.006337,               0.006337,               0.006337
                     39,                0.96899,                0.83936,                 1.0781,                 0.8385,                0.76317,                0.85602,                0.65066,                0.90234,                0.73015,                  1.007,               0.006238,               0.006238,               0.006238
                     40,                0.97563,                0.85317,                 1.0882,                0.85821,                0.76827,                0.87195,                0.67024,                 0.8773,                0.68636,                0.99188,               0.006139,               0.006139,               0.006139
                     41,                0.92666,                0.82473,                  1.083,                0.85395,                0.79622,                0.87874,                0.67606,                0.87322,                0.68039,                0.99481,                0.00604,                0.00604,                0.00604
                     42,                0.91455,                0.82171,                 1.0635,                0.89628,                0.76674,                0.87494,                0.67555,                0.87383,                0.68114,                0.99535,               0.005941,               0.005941,               0.005941
                     43,                0.97216,                0.82924,                 1.0791,                0.87978,                0.79242,                0.87716,                0.67644,                0.85361,                0.68298,                0.98046,               0.005842,               0.005842,               0.005842
                     44,                0.93823,                0.84204,                 1.0587,                0.85415,                0.80466,                0.87402,                0.69081,                0.84753,                0.70685,                0.97832,               0.005743,               0.005743,               0.005743
                     45,                0.91375,                0.81171,                 1.0571,                0.85489,                0.81143,                0.87658,                0.68637,                0.83352,                0.71646,                0.97366,               0.005644,               0.005644,               0.005644
                     46,                0.95143,                0.83476,                 1.0742,                0.86826,                0.80677,                0.88803,                0.69966,                0.81247,                0.67585,                0.96359,               0.005545,               0.005545,               0.005545
                     47,                0.90847,                0.79411,                 1.0669,                0.83843,                0.84023,                0.88319,                0.69577,                0.81531,                0.66038,                0.96626,               0.005446,               0.005446,               0.005446
                     48,                0.87512,                0.76241,                 1.0521,                0.81183,                0.83493,                0.87594,                 0.6913,                0.81812,                0.63854,                0.96305,               0.005347,               0.005347,               0.005347
                     49,                0.91854,                 0.7965,                 1.0655,                  0.823,                0.82429,                0.88264,                0.69904,                0.81129,                0.63324,                0.96368,               0.005248,               0.005248,               0.005248
                     50,                0.87332,                0.76839,                  1.055,                 0.8946,                0.78744,                 0.8883,                0.70004,                0.80269,                 0.6343,                0.96259,               0.005149,               0.005149,               0.005149
                     51,                0.88731,                0.75039,                 1.0478,                0.87438,                0.80819,                0.89065,                0.69529,                0.80438,                0.64321,                0.96742,                0.00505,                0.00505,                0.00505
                     52,                0.90356,                0.78868,                 1.0611,                0.89245,                0.78964,                0.88794,                0.70521,                0.80859,                 0.6653,                0.96947,               0.004951,               0.004951,               0.004951
                     53,                0.90047,                0.76593,                 1.0471,                 0.8998,                0.80196,                0.88936,                0.69876,                0.81788,                0.63767,                0.97375,               0.004852,               0.004852,               0.004852
                     54,                0.86354,                0.73924,                 1.0312,                 0.8812,                0.82402,                0.89614,                0.70367,                0.79805,                0.61277,                 0.9577,               0.004753,               0.004753,               0.004753
                     55,                0.88741,                0.72575,                 1.0112,                0.89366,                0.80951,                0.89431,                0.70672,                0.80208,                0.60933,                0.95524,               0.004654,               0.004654,               0.004654
                     56,                0.88099,                0.72227,                  1.037,                0.90473,                0.80561,                0.90134,                0.72635,                0.77661,                 0.5933,                0.94926,               0.004555,               0.004555,               0.004555
                     57,                 0.8286,                0.71546,                 1.0275,                0.92069,                0.80725,                0.90235,                0.72351,                0.76437,                 0.5911,                0.94406,               0.004456,               0.004456,               0.004456
                     58,                0.87168,                0.75357,                 1.0395,                0.86026,                0.85559,                0.90009,                0.71932,                0.77197,                0.60253,                0.94418,               0.004357,               0.004357,               0.004357
                     59,                0.86124,                0.74856,                 1.0311,                0.85068,                0.85026,                0.89877,                0.72058,                 0.7593,                 0.6012,                0.93694,               0.004258,               0.004258,               0.004258
                     60,                0.85654,                0.70791,                  1.037,                0.87423,                0.86141,                0.90384,                0.72631,                0.74889,                0.58488,                 0.9311,               0.004159,               0.004159,               0.004159
                     61,                0.81826,                0.67724,                 1.0181,                0.90134,                0.83259,                0.90486,                0.72263,                 0.7532,                0.57508,                0.93117,                0.00406,                0.00406,                0.00406
                     62,                0.85136,                 0.7169,                 1.0359,                0.90695,                0.84712,                0.90833,                0.73017,                0.74309,                0.55731,                0.92586,               0.003961,               0.003961,               0.003961
                     63,                0.80996,                0.68536,                 1.0085,                0.91494,                0.85809,                0.91386,                0.74254,                0.72269,                0.54748,                0.92243,               0.003862,               0.003862,               0.003862
                     64,                0.83261,                0.69137,                 1.0194,                0.90869,                0.86218,                0.90933,                0.74296,                0.71797,                0.53641,                0.91881,               0.003763,               0.003763,               0.003763
                     65,                0.81411,                0.69081,                 1.0064,                0.90089,                0.85918,                0.91183,                0.74806,                0.70984,                0.52917,                0.91283,               0.003664,               0.003664,               0.003664
                     66,                  0.835,                0.69437,                 1.0132,                0.91076,                0.85151,                0.91497,                0.75081,                  0.704,                0.53979,                0.91265,               0.003565,               0.003565,               0.003565
                     67,                0.82095,                0.71345,                 1.0244,                0.90172,                0.86302,                0.91591,                0.75279,                0.70585,                 0.5328,                0.91286,               0.003466,               0.003466,               0.003466
                     68,                0.78715,                0.64934,                0.99747,                0.91402,                0.86582,                0.91795,                0.74995,                0.71438,                0.54118,                 0.9174,               0.003367,               0.003367,               0.003367
                     69,                0.76344,                0.64229,                0.98045,                0.93257,                0.85101,                0.91643,                0.75675,                0.70926,                 0.5373,                0.91494,               0.003268,               0.003268,               0.003268
                     70,                0.81193,                0.66362,                0.99755,                0.94008,                0.84947,                0.91865,                0.75753,                0.70496,                0.53084,                0.91237,               0.003169,               0.003169,               0.003169
                     71,                0.79156,                0.64795,                0.98484,                0.91586,                0.87293,                0.91882,                0.75745,                0.69551,                0.52252,                0.90865,                0.00307,                0.00307,                0.00307
                     72,                0.80413,                0.65518,                 1.0083,                0.92956,                 0.8596,                0.91988,                0.76119,                0.69295,                0.51417,                0.90669,               0.002971,               0.002971,               0.002971
                     73,                0.80111,                0.64369,                 1.0085,                0.92088,                0.85526,                0.91814,                 0.7601,                 0.6802,                0.50791,                0.90486,               0.002872,               0.002872,               0.002872
                     74,                0.77504,                0.64316,                  1.011,                0.93085,                  0.851,                0.92061,                0.76611,                0.67061,                 0.4998,                0.89947,               0.002773,               0.002773,               0.002773
                     75,                0.76285,                0.61174,                0.99271,                0.93109,                  0.852,                0.92088,                0.76805,                  0.665,                0.49571,                0.89905,               0.002674,               0.002674,               0.002674
                     76,                0.80036,                0.66456,                0.99528,                0.92678,                0.85808,                  0.923,                0.76963,                0.66408,                0.49447,                 0.8979,               0.002575,               0.002575,               0.002575
                     77,                0.80282,                0.63839,                0.97842,                0.92366,                0.86536,                 0.9241,                 0.7741,                0.65768,                0.48975,                0.89631,               0.002476,               0.002476,               0.002476
                     78,                0.83889,                0.65136,                 1.0068,                0.91246,                0.86923,                0.91975,                0.77722,                0.64854,                0.48209,                0.89312,               0.002377,               0.002377,               0.002377
                     79,                 0.7635,                0.62201,                0.99379,                0.92084,                0.86836,                 0.9225,                0.77766,                0.64353,                0.47652,                0.89096,               0.002278,               0.002278,               0.002278
                     80,                0.78037,                0.62346,                0.99305,                0.93318,                 0.8632,                0.92044,                0.77955,                 0.6354,                0.47486,                0.88962,               0.002179,               0.002179,               0.002179
                     81,                0.75313,                0.62273,                0.99514,                0.91957,                0.87299,                0.92257,                0.78342,                0.63649,                0.46933,                0.88766,                0.00208,                0.00208,                0.00208
                     82,                0.74675,                0.58943,                0.97271,                0.93716,                0.86758,                0.92569,                0.78333,                0.63177,                0.46435,                0.88446,               0.001981,               0.001981,               0.001981
                     83,                0.73752,                0.59292,                 0.9657,                0.93133,                0.87181,                0.92536,                0.78871,                0.62773,                0.46375,                0.88335,               0.001882,               0.001882,               0.001882
                     84,                0.75127,                0.60876,                0.98771,                0.93346,                0.87333,                0.92603,                0.78938,                0.63116,                0.46251,                 0.8825,               0.001783,               0.001783,               0.001783
                     85,                0.74993,                0.59696,                 1.0067,                0.93875,                0.86822,                0.92619,                0.78785,                0.62591,                0.46135,                0.88043,               0.001684,               0.001684,               0.001684
                     86,                0.74179,                0.60362,                 1.0024,                0.93056,                0.87428,                0.92623,                0.79125,                0.62359,                0.45462,                0.87847,               0.001585,               0.001585,               0.001585
                     87,                0.70024,                0.58013,                0.97255,                0.93236,                0.86909,                0.92766,                0.79041,                0.62503,                0.45246,                0.87754,               0.001486,               0.001486,               0.001486
                     88,                0.75131,                0.58811,                0.98139,                0.92778,                0.87226,                0.92895,                0.78895,                0.62057,                 0.4512,                0.87651,               0.001387,               0.001387,               0.001387
                     89,                0.73704,                0.58437,                0.97704,                0.93711,                0.86589,                0.92683,                 0.7938,                0.61137,                0.44458,                0.87418,               0.001288,               0.001288,               0.001288
                     90,                0.76456,                0.63665,                0.99369,                0.93064,                0.87012,                0.92783,                 0.7968,                0.60314,                0.43966,                0.87068,               0.001189,               0.001189,               0.001189
                     91,                0.75376,                0.61398,                0.99329,                0.93351,                0.86225,                0.92576,                0.79266,                0.60956,                0.44304,                0.87166,                0.00109,                0.00109,                0.00109
                     92,                0.76905,                0.58556,                0.96625,                0.92355,                0.87638,                0.92572,                0.78817,                0.61725,                0.44886,                 0.8742,               0.000991,               0.000991,               0.000991
                     93,                0.74379,                0.57102,                0.95054,                0.92954,                0.87158,                0.92704,                0.78738,                0.61959,                0.45176,                0.87573,               0.000892,               0.000892,               0.000892
                     94,                0.72414,                0.57548,                0.96073,                0.93985,                 0.8717,                0.92709,                0.78357,                0.62108,                0.45318,                0.87479,               0.000793,               0.000793,               0.000793
                     95,                0.70766,                0.55625,                0.94501,                0.93086,                0.88011,                0.92591,                0.78836,                0.61653,                0.45432,                0.87384,               0.000694,               0.000694,               0.000694
                     96,                 0.6953,                 0.5267,                0.93667,                0.93535,                0.87604,                0.92595,                0.79182,                0.61248,                0.45211,                0.87285,               0.000595,               0.000595,               0.000595
                     97,                0.69029,                0.52729,                0.94911,                0.93869,                0.87591,                0.92723,                0.79246,                0.60633,                0.44855,                 0.8712,               0.000496,               0.000496,               0.000496
                     98,                0.67978,                0.51942,                0.92736,                 0.9418,                0.87389,                 0.9274,                0.79625,                 0.6035,                0.44514,                0.86969,               0.000397,               0.000397,               0.000397
                     99,                0.69782,                0.51851,                0.94356,                0.93425,                0.87636,                0.92535,                0.79609,                0.59942,                0.44264,                0.86804,               0.000298,               0.000298,               0.000298
