                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 0.7242,                0.80175,                 1.3466,                0.85814,                0.71267,                 0.7716,                0.44527,                 1.2726,                 1.1294,                 2.0006,               0.007723,               0.007723,               0.007723
                     25,                0.70801,                0.79668,                 1.3309,                0.81909,                 0.7477,                0.78808,                0.49467,                 1.2283,                0.99595,                 1.8667,               0.007624,               0.007624,               0.007624
                     26,                0.68843,                0.74494,                 1.3077,                0.78641,                0.71286,                0.75468,                0.47843,                 1.1851,                 1.0403,                 1.8749,               0.007525,               0.007525,               0.007525
                     27,                0.65509,                0.73059,                 1.2869,                 0.8116,                0.66834,                0.77822,                0.50316,                 1.1295,                 1.0335,                 1.7996,               0.007426,               0.007426,               0.007426
                     28,                0.68275,                0.73925,                 1.3054,                0.69575,                0.62156,                0.65632,                0.33262,                  1.463,                 1.2735,                 2.2887,               0.007327,               0.007327,               0.007327
                     29,                0.66802,                0.70714,                 1.3051,                0.79846,                0.67943,                0.73974,                0.48795,                 1.1614,                 1.1424,                 1.9218,               0.007228,               0.007228,               0.007228
                     30,                0.65781,                0.72433,                 1.3038,                0.87212,                0.72091,                0.77831,                0.49498,                 1.1889,                 0.9744,                 1.8769,               0.007129,               0.007129,               0.007129
                     31,                0.65747,                0.69305,                 1.2899,                0.79884,                0.72724,                0.78355,                0.52939,                 1.1645,                 1.0335,                 1.8676,                0.00703,                0.00703,                0.00703
                     32,                0.63377,                0.68131,                 1.2799,                0.73786,                0.72277,                0.72986,                0.50002,                 1.0855,                0.94296,                 1.7541,               0.006931,               0.006931,               0.006931
                     33,                0.63497,                0.68889,                 1.2778,                0.76162,                0.69131,                0.74934,                0.49595,                 1.1028,                 1.0398,                 1.8351,               0.006832,               0.006832,               0.006832
                     34,                 0.5978,                0.66868,                 1.2571,                0.91008,                0.68063,                0.79334,                0.54744,                 1.0811,                0.95273,                 1.7636,               0.006733,               0.006733,               0.006733
                     35,                0.61069,                 0.6321,                 1.2561,                0.73778,                 0.7358,                0.74581,                0.51767,                 1.1543,                0.92608,                 1.8752,               0.006634,               0.006634,               0.006634
                     36,                 0.6096,                0.64378,                 1.2501,                0.80296,                0.71555,                0.76351,                0.50839,                 1.0803,                  0.976,                 1.8744,               0.006535,               0.006535,               0.006535
                     37,                0.60436,                0.64267,                  1.246,                0.85773,                 0.6348,                0.76046,                0.51252,                 1.1311,                0.99665,                 1.8825,               0.006436,               0.006436,               0.006436
                     38,                0.59807,                0.63843,                 1.2295,                0.86786,                0.77444,                 0.8182,                0.57769,                 1.0042,                0.81683,                   1.71,               0.006337,               0.006337,               0.006337
                     39,                0.59703,                0.63619,                 1.2428,                0.76258,                0.73522,                0.75584,                0.51759,                 1.0615,                0.95871,                 1.7471,               0.006238,               0.006238,               0.006238
                     40,                0.57935,                 0.6352,                 1.2163,                0.75741,                0.72389,                0.74968,                0.53382,                 1.0423,                 0.9496,                 1.7652,               0.006139,               0.006139,               0.006139
                     41,                0.58499,                0.61522,                 1.2259,                0.86107,                0.70635,                0.81416,                0.57775,                0.99901,                0.91764,                 1.7011,                0.00604,                0.00604,                0.00604
                     42,                0.56153,                0.60147,                 1.2029,                0.77471,                0.68383,                0.73211,                0.51171,                 1.0229,                 1.0516,                 1.7669,               0.005941,               0.005941,               0.005941
                     43,                0.58596,                0.61323,                 1.2379,                0.92034,                0.70671,                0.80806,                0.57436,                0.98755,                0.88403,                 1.6701,               0.005842,               0.005842,               0.005842
                     44,                0.61474,                0.63731,                  1.261,                0.85366,                0.72118,                0.79746,                 0.5663,                0.92177,                0.90924,                  1.699,               0.005743,               0.005743,               0.005743
                     45,                0.55866,                0.58568,                  1.208,                0.88744,                0.74791,                0.79348,                0.57901,                0.95668,                0.86742,                 1.7185,               0.005644,               0.005644,               0.005644
                     46,                0.55772,                0.57783,                 1.2189,                0.77059,                0.76207,                0.79473,                0.54447,                 1.0427,                0.96454,                 1.8449,               0.005545,               0.005545,               0.005545
                     47,                0.55031,                 0.5754,                 1.2102,                0.86793,                0.69995,                0.79993,                0.54069,                0.98702,                0.90744,                  1.732,               0.005446,               0.005446,               0.005446
                     48,                0.52428,                0.54359,                 1.1752,                 0.8499,                0.76295,                0.83982,                0.57837,                 1.0394,                0.86871,                 1.7351,               0.005347,               0.005347,               0.005347
                     49,                0.55285,                0.57467,                 1.1784,                0.87794,                0.79009,                0.84755,                0.61431,                0.93264,                0.78754,                 1.6778,               0.005248,               0.005248,               0.005248
                     50,                0.52554,                0.52256,                 1.1726,                0.83958,                0.75855,                0.80254,                0.59111,                0.99967,                0.81379,                 1.7428,               0.005149,               0.005149,               0.005149
                     51,                0.52437,                0.52759,                 1.1815,                0.83991,                0.77819,                   0.83,                0.60735,                0.93543,                0.87595,                 1.6424,                0.00505,                0.00505,                0.00505
                     52,                0.51693,                0.53087,                  1.149,                0.87566,                0.75337,                0.84792,                0.62001,                0.96067,                0.82237,                 1.6891,               0.004951,               0.004951,               0.004951
                     53,                 0.5201,                0.52868,                 1.1669,                0.82922,                0.78945,                0.82813,                 0.5902,                0.96719,                0.88657,                 1.7235,               0.004852,               0.004852,               0.004852
                     54,                0.51093,                0.50803,                 1.1751,                0.80911,                0.76274,                0.81398,                0.55499,                 1.0183,                 0.9577,                 1.7244,               0.004753,               0.004753,               0.004753
                     55,                0.51058,                 0.5215,                 1.1683,                0.78445,                0.83796,                0.84735,                0.61299,                0.94253,                0.82917,                 1.5949,               0.004654,               0.004654,               0.004654
                     56,                0.49577,                0.50681,                  1.157,                0.79764,                0.81978,                0.85731,                0.60821,                0.96014,                0.75464,                 1.6886,               0.004555,               0.004555,               0.004555
                     57,                0.48957,                0.48075,                 1.1398,                0.89994,                0.80099,                0.85528,                0.62683,                0.90578,                0.73124,                 1.5703,               0.004456,               0.004456,               0.004456
                     58,                0.50115,                0.49611,                 1.1573,                0.83556,                0.81246,                0.83706,                0.60842,                 0.9096,                0.73581,                 1.5938,               0.004357,               0.004357,               0.004357
                     59,                0.50478,                0.47826,                 1.1568,                0.79556,                0.82498,                0.83702,                0.63039,                0.90848,                0.75047,                 1.5961,               0.004258,               0.004258,               0.004258
                     60,                0.47999,                0.49282,                 1.1429,                0.81067,                0.79532,                0.84853,                0.63156,                0.88855,                 0.7222,                 1.5957,               0.004159,               0.004159,               0.004159
                     61,                0.46992,                 0.4851,                   1.13,                0.85999,                0.79906,                0.86199,                0.63763,                0.89294,                0.71463,                 1.6345,                0.00406,                0.00406,                0.00406
                     62,                0.45249,                0.47552,                 1.1245,                0.83774,                0.75647,                 0.8299,                0.61404,                 0.9072,                0.81439,                 1.6186,               0.003961,               0.003961,               0.003961
                     63,                0.46713,                0.46503,                  1.132,                0.88112,                0.80117,                0.85209,                0.62684,                0.85147,                0.76335,                  1.505,               0.003862,               0.003862,               0.003862
                     64,                0.44918,                0.44341,                 1.1106,                0.77936,                0.84273,                0.84688,                0.63646,                0.84897,                0.78821,                 1.5705,               0.003763,               0.003763,               0.003763
                     65,                0.45661,                0.45806,                 1.1195,                0.83705,                0.78749,                0.85271,                0.63881,                0.79826,                0.70515,                 1.5315,               0.003664,               0.003664,               0.003664
                     66,                0.44974,                0.44368,                 1.1175,                0.88361,                0.79934,                0.86248,                  0.628,                0.87866,                0.71377,                 1.6355,               0.003565,               0.003565,               0.003565
                     67,                 0.4335,                0.42709,                 1.0995,                0.89688,                0.75376,                0.86819,                0.66189,                0.84213,                0.67018,                 1.5594,               0.003466,               0.003466,               0.003466
                     68,                0.42866,                0.41451,                 1.0954,                0.91118,                0.77318,                 0.8703,                0.66611,                0.82981,                0.69937,                 1.5476,               0.003367,               0.003367,               0.003367
                     69,                0.43013,                0.41775,                 1.1041,                0.86441,                0.79816,                0.85868,                0.64178,                0.89715,                  0.732,                 1.6204,               0.003268,               0.003268,               0.003268
                     70,                0.44526,                0.44345,                  1.119,                0.88826,                0.80839,                0.88596,                0.67393,                0.81741,                0.70171,                  1.539,               0.003169,               0.003169,               0.003169
                     71,                0.42471,                0.43711,                 1.0884,                0.81108,                0.78448,                0.84633,                0.65622,                 0.8043,                0.73321,                 1.5589,                0.00307,                0.00307,                0.00307
                     72,                0.41707,                0.40968,                 1.0894,                0.94665,                0.75758,                0.85793,                0.64364,                0.91991,                0.77967,                  1.706,               0.002971,               0.002971,               0.002971
                     73,                0.41125,                0.40974,                 1.0846,                0.83466,                0.80084,                0.85112,                0.65405,                0.85054,                0.73386,                 1.5939,               0.002872,               0.002872,               0.002872
                     74,                0.42258,                0.41203,                 1.0861,                0.87374,                0.82214,                0.86353,                0.65255,                0.86666,                0.70543,                 1.6154,               0.002773,               0.002773,               0.002773
                     75,                0.40302,                0.39449,                 1.0833,                0.88144,                0.76339,                0.84405,                0.64927,                0.83293,                0.70573,                 1.5703,               0.002674,               0.002674,               0.002674
                     76,                0.40948,                0.38634,                 1.0872,                0.79553,                0.83136,                0.85506,                0.64486,                0.85111,                0.71294,                 1.5768,               0.002575,               0.002575,               0.002575
                     77,                0.39462,                0.37135,                 1.0693,                0.90687,                0.77151,                0.86314,                0.64387,                0.83393,                0.73691,                 1.6043,               0.002476,               0.002476,               0.002476
                     78,                0.38144,                0.37447,                 1.0596,                0.85334,                0.79871,                0.86641,                0.64847,                0.83694,                0.67237,                 1.5968,               0.002377,               0.002377,               0.002377
                     79,                0.40039,                0.38569,                 1.0768,                0.86871,                0.76235,                0.84648,                 0.6201,                0.92693,                0.74595,                 1.7631,               0.002278,               0.002278,               0.002278
                     80,                0.41211,                0.44801,                 1.1012,                0.93435,                0.77386,                0.86881,                0.65519,                0.84198,                 0.7076,                 1.5783,               0.002179,               0.002179,               0.002179
                     81,                0.38556,                0.37071,                 1.0644,                 0.8635,                0.78956,                0.84613,                0.65554,                0.85423,                0.70759,                 1.5868,                0.00208,                0.00208,                0.00208
                     82,                0.37957,                0.36248,                 1.0608,                0.83741,                0.83038,                0.86769,                0.66002,                0.86261,                0.66733,                 1.5856,               0.001981,               0.001981,               0.001981
                     83,                0.38718,                0.37624,                 1.0616,                   0.86,                0.78604,                0.85794,                0.65345,                 0.8423,                0.66351,                 1.5613,               0.001882,               0.001882,               0.001882
                     84,                0.37548,                0.35559,                 1.0549,                0.83653,                0.79781,                0.86337,                0.67048,                0.79155,                0.70541,                 1.4983,               0.001783,               0.001783,               0.001783
                     85,                0.37347,                0.35613,                  1.054,                0.88286,                0.81307,                0.85752,                0.65392,                0.83497,                0.68076,                 1.6002,               0.001684,               0.001684,               0.001684
                     86,                0.35454,                0.33838,                 1.0384,                0.88332,                0.80739,                0.86161,                0.66066,                0.82309,                0.64834,                 1.5633,               0.001585,               0.001585,               0.001585
                     87,                0.35559,                 0.3303,                 1.0352,                0.85785,                0.81032,                0.84212,                0.65128,                0.83405,                0.66204,                 1.5812,               0.001486,               0.001486,               0.001486
                     88,                0.35277,                0.33273,                 1.0339,                0.91242,                0.76583,                0.85628,                0.66826,                0.80695,                0.68691,                 1.5389,               0.001387,               0.001387,               0.001387
                     89,                0.34801,                0.33246,                 1.0355,                0.87429,                0.77289,                0.85274,                0.65011,                0.84186,                0.72012,                 1.6067,               0.001288,               0.001288,               0.001288
                     90,                0.37356,                0.32794,                 0.9932,                0.83164,                0.82222,                0.85894,                0.65508,                0.81787,                0.72489,                 1.5762,               0.001189,               0.001189,               0.001189
                     91,                0.36284,                0.27809,                0.98703,                  0.861,                0.82394,                0.87289,                0.66551,                0.81051,                0.69722,                 1.5906,                0.00109,                0.00109,                0.00109
                     92,                0.32762,                0.26056,                0.97477,                0.85475,                 0.8279,                0.87651,                0.68919,                0.78633,                0.67132,                 1.5094,               0.000991,               0.000991,               0.000991
                     93,                0.35897,                0.27009,                0.97354,                0.87848,                0.79782,                0.88391,                0.69781,                0.78498,                0.67295,                  1.511,               0.000892,               0.000892,               0.000892
                     94,                0.34558,                 0.2689,                0.96639,                0.89751,                0.77444,                0.87888,                0.67867,                0.79997,                0.71652,                 1.5386,               0.000793,               0.000793,               0.000793
                     95,                0.34546,                0.27692,                0.97434,                0.86768,                0.77563,                0.86801,                0.68179,                0.78551,                0.73851,                 1.5259,               0.000694,               0.000694,               0.000694
                     96,                0.32631,                0.25786,                0.95303,                0.89043,                0.75961,                 0.8567,                0.68091,                0.80766,                0.74456,                 1.5498,               0.000595,               0.000595,               0.000595
                     97,                0.32027,                0.24177,                0.93285,                 0.9112,                0.77151,                0.86168,                0.68114,                0.79893,                0.71833,                 1.5427,               0.000496,               0.000496,               0.000496
                     98,                0.30939,                0.24184,                0.94145,                0.90681,                   0.78,                0.86541,                0.68907,                0.79938,                0.70237,                 1.5367,               0.000397,               0.000397,               0.000397
                     99,                0.31892,                0.25051,                0.95022,                0.89178,                 0.7862,                0.86922,                0.68596,                0.78776,                 0.6892,                 1.5441,               0.000298,               0.000298,               0.000298
