                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.91592,                 1.1471,                 1.5166,                  0.867,                0.74206,                0.78438,                0.53302,                 1.0641,                 1.0447,                 1.6939,               0.005347,               0.005347,               0.005347
                     49,                0.93409,                 1.1407,                 1.5206,                0.91994,                0.66768,                0.79462,                0.52767,                 1.0839,                 1.0395,                 1.7026,               0.005248,               0.005248,               0.005248
                     50,                0.91199,                  1.118,                 1.5124,                0.83991,                0.75294,                0.79565,                 0.5346,                 1.1295,                 1.0783,                 1.7286,               0.005149,               0.005149,               0.005149
                     51,                0.89864,                 1.1063,                 1.5086,                0.85172,                0.69075,                0.76663,                0.54782,                 1.0053,                 1.0031,                 1.6356,                0.00505,                0.00505,                0.00505
                     52,                0.87773,                 1.0939,                 1.4689,                0.86288,                0.69968,                0.77219,                0.53739,                 1.0274,                 1.0038,                 1.6465,               0.004951,               0.004951,               0.004951
                     53,                0.87884,                 1.0884,                 1.4904,                0.81669,                0.69737,                0.78203,                0.54679,                  1.015,                      1,                 1.6587,               0.004852,               0.004852,               0.004852
                     54,                0.88211,                 1.0691,                 1.4803,                 0.8392,                0.67084,                0.73341,                0.52848,                 1.0058,                 1.0024,                  1.601,               0.004753,               0.004753,               0.004753
                     55,                0.87499,                 1.0742,                 1.4812,                0.81805,                0.74269,                0.80011,                0.57381,                0.95985,                0.98394,                 1.5927,               0.004654,               0.004654,               0.004654
                     56,                0.84645,                 1.0264,                 1.4529,                0.75616,                0.65821,                0.71027,                0.50123,                 1.0565,                 1.1591,                  1.675,               0.004555,               0.004555,               0.004555
                     57,                0.85693,                 1.0383,                 1.4576,                 0.8307,                0.65436,                0.74905,                0.56224,                0.96766,                  1.049,                 1.5643,               0.004456,               0.004456,               0.004456
                     58,                0.85731,                 1.0405,                 1.4565,                0.76415,                0.71241,                0.76434,                 0.5229,                  1.064,                 1.0568,                 1.6861,               0.004357,               0.004357,               0.004357
                     59,                0.85812,                 1.0609,                 1.4557,                 0.8465,                0.72679,                0.78569,                0.58305,                 0.9575,                0.98158,                 1.5643,               0.004258,               0.004258,               0.004258
                     60,                0.83844,                 1.0141,                 1.4333,                0.84244,                0.73026,                0.80721,                0.58582,                0.90486,                0.92809,                  1.543,               0.004159,               0.004159,               0.004159
                     61,                0.83852,                 1.0124,                 1.4363,                 0.9071,                0.65449,                0.78271,                0.55805,                0.95515,                 1.0097,                 1.5617,                0.00406,                0.00406,                0.00406
                     62,                0.83315,                0.99533,                  1.439,                 0.8552,                0.70462,                0.78993,                0.56223,                0.93972,                0.99823,                 1.5701,               0.003961,               0.003961,               0.003961
                     63,                0.78581,                0.95993,                 1.3909,                0.86793,                0.73196,                0.79517,                0.57624,                 0.8999,                 1.0116,                 1.5138,               0.003862,               0.003862,               0.003862
                     64,                0.79271,                0.96897,                  1.407,                0.83723,                0.77245,                0.81717,                0.61669,                0.85765,                0.90981,                 1.4676,               0.003763,               0.003763,               0.003763
                     65,                0.83483,                0.96948,                 1.4306,                0.84101,                0.73353,                 0.7906,                 0.5624,                 0.9426,                  1.025,                 1.5648,               0.003664,               0.003664,               0.003664
                     66,                0.80063,                 0.9648,                 1.3992,                0.87821,                0.71136,                0.80382,                0.57642,                0.92691,                0.85947,                 1.5619,               0.003565,               0.003565,               0.003565
                     67,                0.79702,                0.97187,                 1.4104,                0.88962,                0.71713,                0.77742,                0.57134,                0.87056,                0.95744,                 1.4918,               0.003466,               0.003466,               0.003466
                     68,                0.80077,                0.94046,                 1.4053,                0.85346,                0.73648,                0.80843,                0.60193,                0.89775,                0.89437,                 1.5145,               0.003367,               0.003367,               0.003367
                     69,                0.77775,                0.93648,                 1.3896,                0.90235,                0.70594,                0.80664,                0.59428,                0.90798,                0.89611,                 1.5449,               0.003268,               0.003268,               0.003268
                     70,                0.79995,                0.93683,                 1.4112,                0.84495,                0.71629,                0.79303,                0.58712,                0.92492,                0.90468,                 1.5351,               0.003169,               0.003169,               0.003169
                     71,                 0.7818,                0.93314,                 1.3899,                0.69691,                0.77896,                0.79479,                0.59469,                0.87158,                0.97133,                 1.4985,                0.00307,                0.00307,                0.00307
                     72,                0.80912,                0.95208,                 1.4013,                0.88071,                0.69467,                0.80604,                0.59434,                0.90078,                0.88777,                 1.4993,               0.002971,               0.002971,               0.002971
                     73,                 0.7704,                0.91416,                 1.3743,                0.85317,                  0.717,                0.79828,                0.58704,                0.93683,                0.89596,                 1.5704,               0.002872,               0.002872,               0.002872
                     74,                0.78738,                0.93339,                  1.395,                0.84483,                 0.7532,                0.81903,                  0.609,                0.87114,                0.87802,                 1.5025,               0.002773,               0.002773,               0.002773
                     75,                0.75784,                 0.9023,                 1.3714,                0.81859,                0.76881,                0.79646,                0.58344,                0.90819,                0.94598,                 1.5753,               0.002674,               0.002674,               0.002674
                     76,                 0.7586,                0.92312,                 1.3786,                0.95097,                0.69613,                0.79468,                0.60202,                0.88277,                0.88238,                 1.4963,               0.002575,               0.002575,               0.002575
                     77,                0.74549,                0.88376,                 1.3603,                0.92501,                0.71384,                 0.8128,                0.61197,                  0.886,                0.85816,                 1.5087,               0.002476,               0.002476,               0.002476
                     78,                0.73641,                0.90771,                   1.36,                0.84898,                0.72665,                0.79906,                0.60382,                 0.9162,                0.88111,                 1.5498,               0.002377,               0.002377,               0.002377
                     79,                0.73299,                0.87171,                 1.3539,                0.91437,                0.70603,                 0.8027,                0.60648,                0.87197,                0.87447,                 1.4918,               0.002278,               0.002278,               0.002278
                     80,                0.73858,                0.87438,                 1.3516,                0.93603,                0.67036,                0.79494,                0.60631,                0.90146,                0.86837,                 1.5415,               0.002179,               0.002179,               0.002179
                     81,                0.73706,                0.86915,                 1.3472,                0.86363,                0.76569,                0.80938,                 0.6036,                0.89126,                0.85157,                 1.5183,                0.00208,                0.00208,                0.00208
                     82,                0.71199,                0.85621,                 1.3266,                0.82627,                0.77151,                0.81519,                0.60661,                0.87266,                0.83602,                 1.5083,               0.001981,               0.001981,               0.001981
                     83,                0.72113,                0.87598,                 1.3401,                0.78318,                0.79278,                0.82263,                0.62389,                0.85946,                0.84271,                 1.4915,               0.001882,               0.001882,               0.001882
                     84,                0.72445,                0.84597,                 1.3438,                 0.9191,                0.71038,                 0.8095,                0.60859,                0.87103,                0.84394,                 1.4988,               0.001783,               0.001783,               0.001783
                     85,                0.73182,                0.86615,                 1.3376,                0.93654,                0.68923,                0.81317,                0.61746,                0.84821,                  0.809,                 1.4733,               0.001684,               0.001684,               0.001684
                     86,                0.69656,                0.83216,                 1.3105,                0.80974,                 0.7683,                0.81395,                0.61726,                0.82979,                0.82027,                 1.4657,               0.001585,               0.001585,               0.001585
                     87,                0.71029,                0.81834,                  1.332,                0.84125,                0.76445,                0.81374,                0.60682,                0.83836,                0.83037,                 1.4573,               0.001486,               0.001486,               0.001486
                     88,                 0.7169,                0.82578,                 1.3316,                0.89481,                0.73215,                0.82499,                0.61679,                0.84862,                0.80583,                 1.4876,               0.001387,               0.001387,               0.001387
                     89,                 0.7055,                 0.8012,                 1.3253,                0.80206,                0.77757,                0.80951,                0.59951,                0.85368,                0.83674,                 1.4816,               0.001288,               0.001288,               0.001288
                     90,                0.60154,                0.75205,                  1.269,                0.90144,                0.68891,                0.79281,                0.58693,                0.89751,                0.88737,                 1.5249,               0.001189,               0.001189,               0.001189
                     91,                0.57863,                0.69599,                 1.2338,                0.80976,                0.78655,                0.82393,                0.61404,                0.86461,                0.82678,                 1.4944,                0.00109,                0.00109,                0.00109
                     92,                0.56951,                0.66487,                  1.226,                 0.8941,                0.71575,                0.82784,                0.62618,                0.85935,                 0.8178,                 1.5003,               0.000991,               0.000991,               0.000991
                     93,                 0.5628,                0.66949,                 1.2266,                 0.8117,                0.78756,                0.81357,                 0.6133,                0.84397,                0.81955,                 1.4879,               0.000892,               0.000892,               0.000892
                     94,                0.56149,                0.63936,                 1.2212,                0.85228,                0.78841,                0.82716,                0.60756,                0.84581,                0.81504,                 1.4962,               0.000793,               0.000793,               0.000793
                     95,                0.55734,                0.64248,                  1.225,                0.81585,                0.81838,                0.82299,                0.61238,                0.83529,                0.81665,                  1.488,               0.000694,               0.000694,               0.000694
                     96,                0.53614,                0.63208,                 1.1897,                0.81425,                0.81307,                0.82831,                0.62738,                 0.8329,                0.79962,                 1.4691,               0.000595,               0.000595,               0.000595
                     97,                0.52827,                0.60894,                 1.1931,                0.86036,                0.75693,                0.82203,                 0.6088,                0.85369,                0.81775,                 1.4869,               0.000496,               0.000496,               0.000496
                     98,                0.53484,                 0.6362,                 1.1978,                0.84526,                 0.8019,                0.82322,                0.61531,                0.81289,                0.79932,                 1.4452,               0.000397,               0.000397,               0.000397
                     99,                0.50542,                0.60503,                 1.1752,                 0.7958,                0.81283,                0.81775,                0.61941,                0.82036,                0.80547,                 1.4573,               0.000298,               0.000298,               0.000298
